,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
1614,2023-05-27 19:32:06+00:00,afang soupemeto daberechi dfidelity bank,0,Fidelity Bank,emetodaberechi,0.0,0.0,Neutral,afang soupemeto daberechi dfidelity bank
1617,2023-05-27 19:22:55+00:00,james marcelino elumelufidelity bank thank you,1,Fidelity Bank,MIE__JArt,0.0,0.0,Neutral,james marcelino elumelufidelity bank thank
1618,2023-05-27 18:56:54+00:00,james marcelino elumelu fidelity bank happy weekend,0,Fidelity Bank,MIE__JArt,1.0,0.8,Positive,james marcelino elumelu fidelity bank happy weekend
1619,2023-05-27 18:49:54+00:00,boss i dey oif god put it in ur mind  fidelity bank,0,Fidelity Bank,olofin_ni,0.0,0.0,Neutral,boss dey oif god put ur mind fidelity bank
1622,2023-05-27 18:28:51+00:00,more precious moments from our childrens day celebration at the regional branches meet some of our  and beneficiaries of the n school fees support from the imo region owerri enuguebonyi and cross riverakwaibom  region calabar,14,Fidelity Bank,fidelitybankplc,0.5,0.3333333333333333,Positive,precious moments childrens day celebration regional branches meet beneficiaries n school fees support imo region owerri enuguebonyi cross riverakwaibom region calabar
1624,2023-05-27 18:23:06+00:00,we say a big thank you to all the beneficiaries and customers who came to celebrate with us,2,Fidelity Bank,fidelitybankplc,0.1,0.0,Neutral,say big thank beneficiaries customers came celebrate us
1625,2023-05-27 18:23:03+00:00,meet some of the beneficiaries and sweeta kids who came to celebrate with us from the northeast bauchi north west   kano abuja southwest   ilorin riversbayelsa amp region portharcourt and onitsha region yesterday,6,Fidelity Bank,fidelitybankplc,0.0,0.0,Neutral,meet beneficiaries sweeta kids came celebrate us northeast bauchi north west kano abuja southwest ilorin riversbayelsa region portharcourt onitsha region yesterday
1626,2023-05-27 17:57:31+00:00,lets go couragefidelity bank,0,Fidelity Bank,kulchyke,0.0,0.0,Neutral,lets couragefidelity bank
1627,2023-05-27 16:09:06+00:00,please bossfidelity bankpromise friday,0,Fidelity Bank,Promi__nence,0.0,0.0,Neutral,please bossfidelity bankpromise friday
1629,2023-05-27 15:53:13+00:00,here are photos from the south west region ibadan,1,Fidelity Bank,fidelitybankplc,0.0,0.0,Neutral,photos south west region ibadan
1630,2023-05-27 15:53:11+00:00,while we were at the fantasyland yesterday all our branches nationwide planned a miniparty for the sweeta kids who visited us the regional offices also used this opportunity to present cheques of n to the beneficiaries of the sweeta school fees support,3,Fidelity Bank,fidelitybankplc,0.0,0.0,Neutral,fantasyland yesterday branches nationwide planned miniparty sweeta kids visited us regional offices also used opportunity present cheques n beneficiaries sweeta school fees support
1631,2023-05-27 15:52:05+00:00,hello  please refer to your dm for feedback,0,Fidelity Bank,fidelitybankplc,0.0,0.0,Neutral,hello please refer dm feedback
1633,2023-05-27 15:25:36+00:00,donefidelity bankede courage,0,Fidelity Bank,CourageEde2,0.0,0.0,Neutral,donefidelity bankede courage
1634,2023-05-27 15:20:47+00:00,fidelity bank isaac amarachi deborah,0,Fidelity Bank,IsaacAmarachi7,0.0,0.0,Neutral,fidelity bank isaac amarachi deborah
1635,2023-05-27 15:07:52+00:00,thank god my people werent deceived by this gifts neither do they allow yes daddy deception to make them lost focus nigerians have used their votes to say no to container economy no to religious bigotry no to saving state money into fidelity bank at expense of infrastructure,2,Fidelity Bank,AbiodunAkanni9,0.25,0.0,Neutral,thank god people werent deceived gifts neither allow yes daddy deception lost focus nigerians used votes say container economy religious bigotry saving state money fidelity bank expense infrastructure
1640,2023-05-27 13:53:11+00:00,good afternoon ur excellencypassionate appeal sirin respect of my elder brother ugbaje johnson who has  brain turmor dr we need m for neurosurgery or we go abroad that will cost moreno amt is too small sirfidelity bank plc ac  ugbaje johnsonthanks,0,Fidelity Bank,iduga_sunday,0.5,0.22499999999999998,Positive,good afternoon ur excellencypassionate appeal sirin respect elder brother ugbaje johnson brain turmor dr need neurosurgery abroad cost moreno amt small sirfidelity bank plc ac ugbaje johnsonthanks
1642,2023-05-27 13:40:17+00:00,good afternoon mapassionate appeal main respect of my elder brother ugbaje johnson who was diagnosed of brain turmordoctor said we bring m for neurosurgical operations or we go abroadno amount is too small mafidelity bank plc ac  ugbaje johnsonthanks,0,Fidelity Bank,iduga_sunday,0.4444444444444445,0.20555555555555552,Positive,good afternoon mapassionate appeal main respect elder brother ugbaje johnson diagnosed brain turmordoctor said bring neurosurgical operations abroadno amount small mafidelity bank plc ac ugbaje johnsonthanks
1643,2023-05-27 13:35:08+00:00,good afternoon your sirpassionate appeal sirin respect of my elder brother ugbaje johnson who was diagnosed of brain turmor dr we bring m for neurosurgical operations or we go abroad no amount is too small sirfidelity bank plc ac  ugbaje johnsonthanks,0,Fidelity Bank,iduga_sunday,0.5,0.22499999999999998,Positive,good afternoon sirpassionate appeal sirin respect elder brother ugbaje johnson diagnosed brain turmor dr bring neurosurgical operations abroad amount small sirfidelity bank plc ac ugbaje johnsonthanks
1645,2023-05-27 13:31:29+00:00,happy childrens day to our little chairmen and princesses the real heavy spenderslets teach them to save early open a sweeta account for your kids and give them the chance to be among the next beneficiaries of our nk school fees support,1,Fidelity Bank,fidelitybankplc,0.5083333333333333,0.06874999999999999,Positive,happy childrens day little chairmen princesses real heavy spenderslets teach save early open sweeta account kids give chance among next beneficiaries nk school fees support
1646,2023-05-27 13:30:44+00:00,good afternoon your excellencypassionate appeal sirin respect of my elder brother who was diagnosed of brain turmordoctor said we bring m for the treatment or we go abroadno amount is too small sirfidelity bank plc ac  ugbaje johnsonthanks,0,Fidelity Bank,iduga_sunday,0.5,0.22499999999999998,Positive,good afternoon excellencypassionate appeal sirin respect elder brother diagnosed brain turmordoctor said bring treatment abroadno amount small sirfidelity bank plc ac ugbaje johnsonthanks
1650,2023-05-27 12:43:35+00:00,be care of fraudsters like  revolve xintel core i th generationgb ramgb ssdbluetooth touchscreen x fingerprints face idadds  olaayeni streetbeside fidelity bankcomputer village lagos price to order,0,Fidelity Bank,wusa_i,0.0,0.0,Neutral,care fraudsters like revolve xintel core th generationgb ramgb ssdbluetooth touchscreen x fingerprints face idadds olaayeni streetbeside fidelity bankcomputer village lagos price order
1652,2023-05-27 12:14:21+00:00,hp  ginch screenintel core i th generationgb ramgb ssdbluetooth touchscreen x fingerprints face id delivery  adrs olaayeni streetbeside fidelity bankcomputer village lagos price to order   thanks,0,Fidelity Bank,wusa_i,0.2,0.2,Positive,hp ginch screenintel core th generationgb ramgb ssdbluetooth touchscreen x fingerprints face id delivery adrs olaayeni streetbeside fidelity bankcomputer village lagos price order thanks
1658,2023-05-27 11:49:46+00:00,i pray to be lucky this time okonkwo ujunwa charityfidelity bank plc,0,Fidelity Bank,Charity87162191,0.8333333333333334,0.3333333333333333,Positive,pray lucky time okonkwo ujunwa charityfidelity bank plc
1662,2023-05-27 11:43:59+00:00,emeto daberechi fidelity bankit is,0,Fidelity Bank,emetodaberechi,0.0,0.0,Neutral,emeto daberechi fidelity bankit
1663,2023-05-27 11:40:10+00:00,abeg nah make u remember me nah  am not greedy any amount is not small abeg onyemaechi ezeudogu caleb fidelity bank,0,Fidelity Bank,OnyemaechiCale1,0.4,0.125,Positive,abeg nah remember nah greedy amount small abeg onyemaechi ezeudogu caleb fidelity bank
1673,2023-05-27 09:54:10+00:00,acer nitro inch fhd screenintel core i th generationgb ddr ramgb ssdgb nvidia rtx  ti delivery addsolaayeni streetbeside fidelity bank computer village lagos price  negotiable to order   thanks,0,Fidelity Bank,wusa_i,0.2,0.2,Positive,acer nitro inch fhd screenintel core th generationgb ddr ramgb ssdgb nvidia rtx ti delivery addsolaayeni streetbeside fidelity bank computer village lagos price negotiable order thanks
1674,2023-05-27 09:23:18+00:00,fidelity banknjoadinma jennifer,0,Fidelity Bank,Jennifer0368,0.0,0.0,Neutral,fidelity banknjoadinma jennifer
1675,2023-05-27 09:02:55+00:00,fidelity bank julia,0,Fidelity Bank,Naijacare,0.0,0.0,Neutral,fidelity bank julia
1676,2023-05-27 08:57:22+00:00,tag fidelity bank  bless,0,Fidelity Bank,solomondizi,0.0,0.0,Neutral,tag fidelity bank bless
1678,2023-05-27 07:58:58+00:00,hi thanks for your enquiry acer nitro inch fhd screenintel core i th generationgb ddr ramgb ssdgb nvidia rtx  ti delivery  adds  olaayeni street beside fidelity bank computer village lagos price  negotiable,0,Fidelity Bank,wusa_i,0.2,0.2,Positive,hi thanks enquiry acer nitro inch fhd screenintel core th generationgb ddr ramgb ssdgb nvidia rtx ti delivery adds olaayeni street beside fidelity bank computer village lagos price negotiable
1679,2023-05-27 07:56:42+00:00,i never recieved my own alert oooo abeg nah any amount isnt small onyemaechi ezeudogu caleb fidelity bank,0,Fidelity Bank,OnyemaechiCale1,0.7,0.175,Positive,never recieved alert oooo abeg nah amount isnt small onyemaechi ezeudogu caleb fidelity bank
1681,2023-05-27 07:45:29+00:00,dear kids you make our lives wishing you a happy childrens day from all of us at fidelity bank plc,9,Fidelity Bank,fidelitybankplc,1.0,0.8,Positive,dear kids lives wishing happy childrens day us fidelity bank plc
1682,2023-05-27 07:37:01+00:00,if dem born una wellmake una no hang his portrait for una officeespecially fidelity bank and hero brewery serious wotowoto for una,12,Fidelity Bank,TundeHamed4,0.6666666666666666,-0.3333333333333333,Negative,dem born una wellmake una hang portrait una officeespecially fidelity bank hero brewery serious wotowoto una
1685,2023-05-27 07:14:29+00:00,will be enough for me sir amos onu ibiam acct number fidelity bank,0,Fidelity Bank,AmosNice07,0.5,0.0,Neutral,enough sir amos onu ibiam acct number fidelity bank
1688,2023-05-27 07:08:27+00:00,my chairman  fidelitybank,0,Fidelity Bank,Ifeanyi_Nnaji1,0.0,0.0,Neutral,chairman fidelitybank
1702,2023-05-27 05:04:19+00:00,onyemaechi ezeudogu caleb fidelity bank thanks in advance any amount is not small,0,Fidelity Bank,OnyemaechiCale1,0.30000000000000004,0.1625,Positive,onyemaechi ezeudogu caleb fidelity bank thanks advance amount small
1703,2023-05-27 05:03:35+00:00,fidelity bank on kolos shaa,0,Fidelity Bank,ObioraElvis,0.0,0.0,Neutral,fidelity bank kolos shaa
1708,2023-05-27 01:09:12+00:00,fidelity bank john,0,Fidelity Bank,Manlikepogba21,0.0,0.0,Neutral,fidelity bank john
1715,2023-05-27 00:26:48+00:00,boss pls help with anything to buy food stuff at home for wife and kidgod bless  fidelity bank,0,Fidelity Bank,daicey4real,0.0,0.0,Neutral,boss pls help anything buy food stuff home wife kidgod bless fidelity bank
1717,2023-05-27 00:11:44+00:00,boss pls l dont mind anything to just buy food at home for wife and kidpls l pray you see this fidelity bank idowu ezekiel,0,Fidelity Bank,daicey4real,0.0,0.0,Neutral,boss pls l mind anything buy food home wife kidpls l pray fidelity bank idowu ezekiel
1721,2023-05-26 23:14:57+00:00,fidelity bank god bless you,0,Fidelity Bank,ogbu_son1,0.0,0.0,Neutral,fidelity bank god bless
1725,2023-05-26 22:47:48+00:00,fidelity bank dun suffer for this guy hand,4,Fidelity Bank,UkughaMoses,0.0,0.0,Neutral,fidelity bank dun suffer guy hand
1728,2023-05-26 22:18:51+00:00,fidelity bank boss if i fit see k i go happy,0,Fidelity Bank,BoyFromKD,0.7,0.6000000000000001,Positive,fidelity bank boss fit k happy
1730,2023-05-26 22:10:56+00:00,fidelity bankthanks for app you do sir,0,Fidelity Bank,emmanue40164011,0.0,0.0,Neutral,fidelity bankthanks app sir
1734,2023-05-26 21:39:53+00:00,number  aderibigbe idowu joshua  fidelity bank thanks ma,1,Fidelity Bank,joshuaidowu36_,0.2,0.2,Positive,number aderibigbe idowu joshua fidelity bank thanks
1736,2023-05-26 20:54:12+00:00,fidelity bankany amount will go along way,0,Fidelity Bank,amarachih152,0.0,0.0,Neutral,fidelity bankany amount along way
1737,2023-05-26 21:02:06+00:00,aminu musa fidelity bank pls help a brother am suffering from a kidney stone and need some medications,1,Fidelity Bank,Mr_nice50,0.0,0.0,Neutral,aminu musa fidelity bank pls help brother suffering kidney stone need medications
1738,2023-05-26 20:07:11+00:00,may it be in my favour amen    fidelity bankevelyn lanjer cletus,0,Fidelity Bank,LanjerChu,0.0,0.0,Neutral,may favour amen fidelity bankevelyn lanjer cletus
1740,2023-05-26 20:02:41+00:00,fidelity bank princess,0,Fidelity Bank,Skyzi97370532,0.0,0.0,Neutral,fidelity bank princess
1743,2023-05-26 19:50:56+00:00,fidelity bankboss pls,0,Fidelity Bank,Bwealth_,0.0,0.0,Neutral,fidelity bankboss pls
1745,2023-05-26 19:41:08+00:00,it international account that i linked with my local onefidelity bankyou can receive both dollar euro and pound you then covert them to your local currency that is  for me,1,Fidelity Bank,mab_roor,0.0,0.0,Neutral,international account linked local onefidelity bankyou receive dollar euro pound covert local currency
1746,2023-05-26 19:38:29+00:00,fidelity bankbassey victor o thank you sir god bless,0,Fidelity Bank,VictorB31274661,0.0,0.0,Neutral,fidelity bankbassey victor thank sir god bless
